AAPL,28,03/29/2007,93.2939
MCK,70,10/18/2010,62.6427
EMC,310,01/17/2012,22.4422
LIFE,147,02/27/2012,47.8969
LNKD,80,02/27/2012,88.7449
RAX,132,02/27/2012,53.5232576
